iteration,seed,mode,train_seed,quantum_train_auc_roc,quantum_train_auc_pr,quantum_val_auc_roc,quantum_val_auc_pr,quantum_test_auc_roc,quantum_test_auc_pr,quantum_test_precision,quantum_test_recall,quantum_test_accuracy,classical_train_auc_roc,classical_train_auc_pr,classical_val_auc_roc,classical_val_auc_pr,classical_test_auc_roc,classical_test_auc_pr,classical_test_precision,classical_test_recall,classical_test_accuracy,quantum_threshold_train,quantum_threshold_val,classical_threshold_train,classical_threshold_val,quantum_time_s,classical_time_s
0,48040,case_a_stable,32892,0.9997345135464832,0.9990218229591595,0.9994525423543719,0.9981086716308125,0.9995535837204482,0.9983374751201787,0.9992458521870287,0.9032038173142468,0.9806338028169014,0.9997738221631017,0.9991323476056697,0.9994822180723698,0.9981928619902193,0.9995401048289109,0.9982899458188751,0.9992548435171386,0.9141104294478528,0.9828006500541712,0.9780726432800293,0.979219377040863,0.9912866950035095,0.9882710576057434,0.11684918403625488,0.11629509925842285
