iteration,seed,mode,train_seed,quantum_train_auc_roc,quantum_train_auc_pr,quantum_val_auc_roc,quantum_val_auc_pr,quantum_test_auc_roc,quantum_test_auc_pr,quantum_test_precision,quantum_test_recall,quantum_test_accuracy,classical_train_auc_roc,classical_train_auc_pr,classical_val_auc_roc,classical_val_auc_pr,classical_test_auc_roc,classical_test_auc_pr,classical_test_precision,classical_test_recall,classical_test_accuracy,quantum_threshold_train,quantum_threshold_val,classical_threshold_train,classical_threshold_val,quantum_time_s,classical_time_s
0,83422,case_a_stable,59805,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9901960784313726,0.998422712933754,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.9901960784313726,0.998422712933754,0.8432151675224304,0.7996581792831421,0.9702547192573547,0.964328408241272,0.03546595573425293,0.03700757026672363
