iteration,seed,mode,train_seed,quantum_train_auc_roc,quantum_train_auc_pr,quantum_val_auc_roc,quantum_val_auc_pr,quantum_test_auc_roc,quantum_test_auc_pr,quantum_test_precision,quantum_test_recall,quantum_test_accuracy,classical_train_auc_roc,classical_train_auc_pr,classical_val_auc_roc,classical_val_auc_pr,classical_test_auc_roc,classical_test_auc_pr,classical_test_precision,classical_test_recall,classical_test_accuracy,quantum_test_seg_auc_roc,quantum_test_seg_auc_pr,classical_test_seg_auc_roc,classical_test_seg_auc_pr,segment_n,segment_positives,quantum_threshold_train,quantum_threshold_val,classical_threshold_train,classical_threshold_val,quantum_time_s,classical_time_s
0,20260804,case_a_stable,20260804,0.9703859852025184,0.9224253294571724,0.9303672316384181,0.8415024176524654,0.9321022727272728,0.8398464710691744,0.9024390243902439,0.4805194805194805,0.861198738170347,0.9698570234244895,0.9150488713780216,0.9242937853107345,0.8307220425077078,0.9299107142857144,0.832290153720862,0.8484848484848485,0.5454545454545454,0.8659305993690851,0.7980392156862746,0.7790264380007779,0.7949019607843137,0.7781479314660802,101,50,0.6655590534210205,0.6420972943305969,0.836155354976654,0.8003904819488525,0.03218340873718262,0.03350257873535156
