iteration,seed,mode,train_seed,quantum_train_auc_roc,quantum_train_auc_pr,quantum_val_auc_roc,quantum_val_auc_pr,quantum_test_auc_roc,quantum_test_auc_pr,quantum_test_precision,quantum_test_recall,quantum_test_accuracy,classical_train_auc_roc,classical_train_auc_pr,classical_val_auc_roc,classical_val_auc_pr,classical_test_auc_roc,classical_test_auc_pr,classical_test_precision,classical_test_recall,classical_test_accuracy,quantum_threshold_train,quantum_threshold_val,classical_threshold_train,classical_threshold_val,quantum_time_s,classical_time_s
0,17657,case_a_stable,26889,0.9998563099787336,0.9994582517307484,0.9998252383286892,0.9993323130738587,0.9997996202761127,0.9992341446618671,0.9985141158989599,0.9256198347107438,0.9843838727995458,0.9998645748653754,0.999482359171662,0.9997703712923474,0.99910767720287,0.9998034997852107,0.9992464279234667,1.0,0.7830578512396694,0.9552810902896082,0.8874632716178894,0.8908854722976685,0.9639194011688232,0.9627829194068909,0.08214187622070312,0.09249114990234375
