iteration,seed,mode,train_seed,quantum_train_auc_roc,quantum_train_auc_pr,quantum_val_auc_roc,quantum_val_auc_pr,quantum_test_auc_roc,quantum_test_auc_pr,quantum_test_precision,quantum_test_recall,quantum_test_accuracy,classical_train_auc_roc,classical_train_auc_pr,classical_val_auc_roc,classical_val_auc_pr,classical_test_auc_roc,classical_test_auc_pr,classical_test_precision,classical_test_recall,classical_test_accuracy,quantum_threshold_train,quantum_threshold_val,classical_threshold_train,classical_threshold_val,quantum_time_s,classical_time_s
0,21201,case_a_stable,62531,0.9994646736188676,0.9981477338689384,0.9989760690261948,0.9966402550298408,0.9991099323417247,0.9969147976863808,1.0,0.8548057259713702,0.9711538461538461,0.9997888399979126,0.9991869627831327,0.9994819806666259,0.9981681493089289,0.9995505884112177,0.9983552908279809,0.9985052316890882,0.9107021131561008,0.981988082340195,0.09360186755657196,0.09360186755657196,0.9919735193252563,0.9875651001930237,1.4508278369903564,0.09082937240600586
