iteration,seed,mode,train_seed,quantum_train_auc_roc,quantum_train_auc_pr,quantum_val_auc_roc,quantum_val_auc_pr,quantum_test_auc_roc,quantum_test_auc_pr,quantum_test_precision,quantum_test_recall,quantum_test_accuracy,classical_train_auc_roc,classical_train_auc_pr,classical_val_auc_roc,classical_val_auc_pr,classical_test_auc_roc,classical_test_auc_pr,classical_test_precision,classical_test_recall,classical_test_accuracy,quantum_test_seg_auc_roc,quantum_test_seg_auc_pr,classical_test_seg_auc_roc,classical_test_seg_auc_pr,segment_n,segment_positives,quantum_threshold_train,quantum_threshold_val,classical_threshold_train,classical_threshold_val,quantum_time_s,classical_time_s
0,20260804,case_a_stable,20260804,0.9999686847272283,0.9998319183870494,0.9503448275862069,0.7908608752276571,0.927170868347339,0.7122278629173406,0.76,0.37254901960784315,0.8801261829652997,0.9931552642539293,0.9632191020760252,0.9729501915708813,0.899098137172779,0.9623691581895916,0.8672342601739492,0.9473684210526315,0.5294117647058824,0.919558359621451,nan,nan,nan,nan,106,0,0.16873988509178162,0.05338949337601662,0.9046796560287476,0.8995242714881897,1.7443342208862305,0.023858308792114258
