iteration,seed,mode,train_seed,quantum_train_auc_roc,quantum_train_auc_pr,quantum_val_auc_roc,quantum_val_auc_pr,quantum_test_auc_roc,quantum_test_auc_pr,quantum_test_precision,quantum_test_recall,quantum_test_accuracy,classical_train_auc_roc,classical_train_auc_pr,classical_val_auc_roc,classical_val_auc_pr,classical_test_auc_roc,classical_test_auc_pr,classical_test_precision,classical_test_recall,classical_test_accuracy,quantum_test_seg_auc_roc,quantum_test_seg_auc_pr,classical_test_seg_auc_roc,classical_test_seg_auc_pr,segment_n,segment_positives,quantum_threshold_train,quantum_threshold_val,classical_threshold_train,classical_threshold_val,quantum_time_s,classical_time_s
0,20260804,case_a_stable,20260804,0.978035496841104,0.9391931006731495,0.9707060304382653,0.9218761577823218,0.9738780234046551,0.9293280465575923,0.9833333333333333,0.5228357191547376,0.9034398699891658,0.9790152266129013,0.9363968436369656,0.970176140817692,0.9184506685953502,0.9746057107413748,0.9273465352621485,0.9762202753441802,0.5316973415132924,0.9043878656554712,0.9551122260086666,0.8418311548315148,0.9581676763852076,0.8455587264994155,1283,171,0.925507128238678,0.914011538028717,0.9736678600311279,0.9691493511199951,0.0982062816619873,0.09842848777770996
