iteration,seed,mode,train_seed,quantum_train_auc_roc,quantum_train_auc_pr,quantum_val_auc_roc,quantum_val_auc_pr,quantum_test_auc_roc,quantum_test_auc_pr,quantum_test_precision,quantum_test_recall,quantum_test_accuracy,classical_train_auc_roc,classical_train_auc_pr,classical_val_auc_roc,classical_val_auc_pr,classical_test_auc_roc,classical_test_auc_pr,classical_test_precision,classical_test_recall,classical_test_accuracy,quantum_test_seg_auc_roc,quantum_test_seg_auc_pr,classical_test_seg_auc_roc,classical_test_seg_auc_pr,segment_n,segment_positives,quantum_threshold_train,quantum_threshold_val,classical_threshold_train,classical_threshold_val,quantum_time_s,classical_time_s
0,20260804,case_a_stable,20260804,0.948452006531299,0.7354179484549568,0.930619741675554,0.6241143300268859,0.9299765958357713,0.639084767942427,0.6190476190476191,0.5485232067510548,0.9070114370959722,0.9451742467384858,0.6654495324947535,0.9218805545680768,0.574201883704853,0.9220539056888293,0.5821906725976376,0.5530973451327433,0.5274261603375527,0.8940825459970164,0.6201676693404635,0.654915033136009,0.574142156862745,0.6058161769231238,379,192,0.5056374073028564,0.4543233811855316,0.8664990663528442,0.8470659852027893,0.04790997505187988,0.05013418197631836
